CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,P_Area_km2
572,-3.38467,5.30036,105.37952,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,22.30481
572,-3.38467,5.30036,105.37952,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,137,Aboisso,Sous-préfecture,Sub-prefecture,,,1.65401
572,-3.38467,5.30036,105.37952,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,138,Adiake,Sous-préfecture,Sub-prefecture,,,81.4207
478,-6.1251,5.90172,382.33444,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,362.80573
478,-6.1251,5.90172,382.33444,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,51,Guiberoua,Sous-préfecture,Sub-prefecture,,,18.09899
478,-6.1251,5.90172,382.33444,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,1.42971
378,-5.11082,6.47698,216.4246,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,62,Kokoumbo,Sous-préfecture,Sub-prefecture,,,195.03525
378,-5.11082,6.47698,216.4246,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,21.38935
649,-5.68231,5.8562,145.58631,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,145.58631
1145,-3.16087,5.80487,318.03289,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,139,Ayame,Sous-préfecture,Sub-prefecture,,,318.03289
440,-4.02037,5.34743,0.4046,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.4046
165,-4.02218,5.34772,0.12583,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.12583
782,-4.74879,9.1923,2156.69764,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,158,Tafiere,Sous-préfecture,Sub-prefecture,,,72.73962
782,-4.74879,9.1923,2156.69764,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,114,Kong,Sous-préfecture,Sub-prefecture,,,1727.91059
782,-4.74879,9.1923,2156.69764,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,115,Koumbala,Sous-préfecture,Sub-prefecture,,,65.54368
782,-4.74879,9.1923,2156.69764,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,152,Foumbolo,Sous-préfecture,Sub-prefecture,,,290.50376
4,-4.07001,5.45137,33.21323,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,21.85466
4,-4.07001,5.45137,33.21323,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,11.35857
1074,-4.83646,5.8993,161.44972,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,80,Tiassale,Sous-préfecture,Sub-prefecture,,,161.44972
1033,-4.02812,5.42649,2.26356,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,2.26356
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,55,Bediala,Sous-préfecture,Sub-prefecture,,,14.3144
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,0.04302
498,-6.25725,7.24894,173.43569,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,85,Zuenoula,Sous-préfecture,Sub-prefecture,,,159.07827
863,-6.59038,5.5673,265.10804,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,22,Meagui (Gnamangui),Sous-préfecture,Sub-prefecture,,,262.64857
863,-6.59038,5.5673,265.10804,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,2.45947
462,-7.53305,7.40851,138.32538,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,40,Gbonne,Sous-préfecture,Sub-prefecture,,,15.35797
462,-7.53305,7.40851,138.32538,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,122.96741
752,-7.80106,9.93639,3483.2596,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,32,Odienne,Sous-préfecture,Sub-prefecture,,,1235.60728
752,-7.80106,9.93639,3483.2596,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,33,Samatiguila,Sous-préfecture,Sub-prefecture,,,5.08961
752,-7.80106,9.93639,3483.2596,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,35,Seydougou,Sous-préfecture,Sub-prefecture,,,648.29954
752,-7.80106,9.93639,3483.2596,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,29,Kaniasso,Sous-préfecture,Sub-prefecture,,,0.22274
752,-7.80106,9.93639,3483.2596,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,31,Minignan,Sous-préfecture,Sub-prefecture,,,1594.04041
1204,-5.46468,5.2294,271.36857,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,132,Fresco,Sous-préfecture,Sub-prefecture,,,114.82175
1204,-5.46468,5.2294,271.36857,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,82.26549
1204,-5.46468,5.2294,271.36857,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,78,Grand-Lahou,Sous-préfecture,Sub-prefecture,,,74.28133
1011,-4.18117,5.33832,30.69671,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,77,Songon,Sous-préfecture,Sub-prefecture,,,30.69671
1179,-8.13137,7.12068,253.2157,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,43,Danane,Sous-préfecture,Sub-prefecture,,,222.86016
1179,-8.13137,7.12068,253.2157,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,44,Zouan-Hounien,Sous-préfecture,Sub-prefecture,,,30.35554
556,-6.57473,6.49582,95.22693,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,95.22693
1085,-7.47771,10.33107,1605.47183,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,37,Tienko,Sous-préfecture,Sub-prefecture,,,1289.00623
1085,-7.47771,10.33107,1605.47183,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,28,Goulia,Sous-préfecture,Sub-prefecture,,,41.0958
1085,-7.47771,10.33107,1605.47183,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,29,Kaniasso,Sous-préfecture,Sub-prefecture,,,6.08381
1085,-7.47771,10.33107,1605.47183,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,31,Minignan,Sous-préfecture,Sub-prefecture,,,269.28599
57,-4.0397,5.32767,1.08793,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.08793
489,-3.98246,5.33199,1.87694,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.87694
1233,-7.5864,7.28855,267.16149,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,46,Kouibly,Sous-préfecture,Sub-prefecture,,,1.65085
1233,-7.5864,7.28855,267.16149,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,47,Logouale,Sous-préfecture,Sub-prefecture,,,148.06778
1233,-7.5864,7.28855,267.16149,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,114.56653
1233,-7.5864,7.28855,267.16149,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,49,Sangouine,Sous-préfecture,Sub-prefecture,,,2.87632
1189,-6.87623,6.78226,136.89287,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,58,Zoukougbeu,Sous-préfecture,Sub-prefecture,,,136.89287
962,-6.30395,7.02203,214.8769,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,55,Bediala,Sous-préfecture,Sub-prefecture,,,198.01543
962,-6.30395,7.02203,214.8769,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,16.86148
1032,-6.47044,6.88843,22.72273,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,14.05934
1032,-6.47044,6.88843,22.72273,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,57,Gboguhe,Sous-préfecture,Sub-prefecture,,,8.66338
576,-3.92274,5.35884,4.03265,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,4.03265
732,-4.00517,5.32725,0.1009,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.1009
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,58.97586
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,150,Bonieredougou,Sous-préfecture,Sub-prefecture,,,288.792
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,151,Dabakala,Sous-préfecture,Sub-prefecture,,,0.59639
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,155,Fronan,Sous-préfecture,Sub-prefecture,,,127.22134
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,156,Katiola,Sous-préfecture,Sub-prefecture,,,615.00745
1088,-4.95674,8.14478,1127.86895,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,157,Niakarmadougou,Sous-préfecture,Sub-prefecture,,,37.27591
331,-6.4505,6.88631,3.97912,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,3.97912
577,-4.18986,6.64537,234.7308,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,2,Affery,Sous-préfecture,Sub-prefecture,,,2.74379
577,-4.18986,6.64537,234.7308,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,96,Bongouanou,Sous-préfecture,Sub-prefecture,,,218.59019
577,-4.18986,6.64537,234.7308,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,97,M'batto,Sous-préfecture,Sub-prefecture,,,13.39682
389,-8.09925,6.57752,389.08436,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,87,Blolequin,Sous-préfecture,Sub-prefecture,,,389.08436
364,-4.41005,6.49549,133.18571,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,96,Bongouanou,Sous-préfecture,Sub-prefecture,,,0.07052
364,-4.41005,6.49549,133.18571,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,97,M'batto,Sous-préfecture,Sub-prefecture,,,133.11519
655,-3.45973,5.33576,110.31353,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,89.16884
655,-3.45973,5.33576,110.31353,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,137,Aboisso,Sous-préfecture,Sub-prefecture,,,5.54976
655,-3.45973,5.33576,110.31353,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,138,Adiake,Sous-préfecture,Sub-prefecture,,,15.59493
1044,-5.31381,9.31672,503.99837,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,158,Tafiere,Sous-préfecture,Sub-prefecture,,,395.90844
1044,-5.31381,9.31672,503.99837,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,126,Sinematiali,Sous-préfecture,Sub-prefecture,,,22.93694
1044,-5.31381,9.31672,503.99837,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,115,Koumbala,Sous-préfecture,Sub-prefecture,,,59.32452
1044,-5.31381,9.31672,503.99837,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,121,Komborodougou,Sous-préfecture,Sub-prefecture,,,25.82847
913,-3.2041,5.46974,24.10027,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,137,Aboisso,Sous-préfecture,Sub-prefecture,,,24.10027
612,-5.6234,9.42033,167.90749,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,128,Tioroniaradougou,Sous-préfecture,Sub-prefecture,,,53.86143
612,-5.6234,9.42033,167.90749,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,120,Karakoro,Sous-préfecture,Sub-prefecture,,,62.84708
612,-5.6234,9.42033,167.90749,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,122,Korhogo,Sous-préfecture,Sub-prefecture,,,51.19898
832,-4.05112,5.44672,1.59289,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.59289
79,-3.96099,5.36338,0.53427,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.53427
862,-5.16696,8.39806,1408.08024,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,150,Bonieredougou,Sous-préfecture,Sub-prefecture,,,42.85539
862,-5.16696,8.39806,1408.08024,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,43,Dabakala,152,Foumbolo,Sous-préfecture,Sub-prefecture,,,102.61039
862,-5.16696,8.39806,1408.08024,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,155,Fronan,Sous-préfecture,Sub-prefecture,,,565.83176
862,-5.16696,8.39806,1408.08024,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,157,Niakarmadougou,Sous-préfecture,Sub-prefecture,,,696.7827
1128,-4.01321,5.41305,0.71991,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.71991
1216,-3.28543,7.88071,498.15704,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,82.5715
1216,-3.28543,7.88071,498.15704,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,176,Sandegue,Sous-préfecture,Sub-prefecture,,,106.83558
1216,-3.28543,7.88071,498.15704,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,184,Tanda,Sous-préfecture,Sub-prefecture,,,308.74997
313,-4.06448,5.3375,0.62378,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.62378
441,-5.59607,5.11436,169.9363,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,132,Fresco,Sous-préfecture,Sub-prefecture,,,169.9363
296,-5.06052,7.70575,23.55142,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,23.55142
560,-4.09398,5.35122,0.33019,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.33019
1230,-5.54117,6.90734,216.94626,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,7.82713
1230,-5.54117,6.90734,216.94626,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,209.11912
527,-6.9618,4.69138,191.26566,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,16,Grand-Bereby,Sous-préfecture,Sub-prefecture,,,191.26566
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,39,Biankouma,Sous-préfecture,Sub-prefecture,,,86.02121
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,40,Gbonne,Sous-préfecture,Sub-prefecture,,,16.87612
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,11,Guinteguela,Sous-préfecture,Sub-prefecture,,,569.8875
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,172,Seguela,Sous-préfecture,Sub-prefecture,,,66.72264
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,173,Sifie,Sous-préfecture,Sub-prefecture,,,677.10604
981,-6.93234,7.95702,1533.09998,57,CIV,Côte d'Ivoire,18,Worodougou,47,Séguéla,174,Worofla,Sous-préfecture,Sub-prefecture,,,116.48647
116,-5.14975,7.61025,221.99603,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,45,Sakassou,160,Sakassou,Sous-préfecture,Sub-prefecture,,,133.48845
116,-5.14975,7.61025,221.99603,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,69.81775
116,-5.14975,7.61025,221.99603,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,147,Diabo,Sous-préfecture,Sub-prefecture,,,18.68982
571,-5.14881,6.84095,259.698,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,23.05712
571,-5.14881,6.84095,259.698,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,235.88389
571,-5.14881,6.84095,259.698,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,0.75699
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,9,Bangolo,38,Bangolo,Sous-préfecture,Sub-prefecture,,,431.76055
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,58,Zoukougbeu,Sous-préfecture,Sub-prefecture,,,1.44672
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,168.90704
213,-7.17006,7.15516,669.81553,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,46,Kouibly,Sous-préfecture,Sub-prefecture,,,67.70122
742,-4.02586,5.31734,0.79029,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.79029
844,-3.59099,5.3765,161.59121,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,11.12094
844,-3.59099,5.3765,161.59121,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,150.47027
982,-3.98066,5.36154,0.67494,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.67494
207,-3.88979,5.35592,13.74861,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,1.03151
207,-3.88979,5.35592,13.74861,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,12.7171
992,-3.94186,5.25223,2.05206,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,2.05206
1031,-3.99222,5.40626,0.87774,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.87774
417,-7.38354,7.37782,550.94959,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,40,Gbonne,Sous-préfecture,Sub-prefecture,,,145.57565
417,-7.38354,7.37782,550.94959,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,45,Facobly,Sous-préfecture,Sub-prefecture,,,328.17604
417,-7.38354,7.37782,550.94959,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,46,Kouibly,Sous-préfecture,Sub-prefecture,,,67.54014
417,-7.38354,7.37782,550.94959,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,9.65777
869,-4.00224,5.35321,0.92562,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.92562
867,-6.59569,5.94054,35.88037,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,35.88037
651,-5.20995,9.58372,73.62564,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,113,Ferkessedougou,Sous-préfecture,Sub-prefecture,,,73.39857
651,-5.20995,9.58372,73.62564,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,115,Koumbala,Sous-préfecture,Sub-prefecture,,,0.22707
1172,-5.20076,6.13588,151.14073,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,134,Hire,Sous-préfecture,Sub-prefecture,,,88.90618
1172,-5.20076,6.13588,151.14073,57,CIV,Côte d'Ivoire,9,Lagunes,22,Tiassalé,79,Taabo,Sous-préfecture,Sub-prefecture,,,62.23455
660,-6.31988,6.31404,122.1069,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,51,Guiberoua,Sous-préfecture,Sub-prefecture,,,82.74497
660,-6.31988,6.31404,122.1069,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,29.23518
660,-6.31988,6.31404,122.1069,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,60,Saioua,Sous-préfecture,Sub-prefecture,,,10.12675
984,-5.39928,9.61511,510.85802,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,126,Sinematiali,Sous-préfecture,Sub-prefecture,,,172.50983
984,-5.39928,9.61511,510.85802,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,112,Diawala,Sous-préfecture,Sub-prefecture,,,117.05078
984,-5.39928,9.61511,510.85802,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,113,Ferkessedougou,Sous-préfecture,Sub-prefecture,,,2.81524
984,-5.39928,9.61511,510.85802,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,122,Korhogo,Sous-préfecture,Sub-prefecture,,,218.48218
914,-3.9779,5.34546,0.49117,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.49117
92,-4.06392,6.77802,210.34475,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,95,Arrah,Sous-préfecture,Sub-prefecture,,,174.24319
92,-4.06392,6.77802,210.34475,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,96,Bongouanou,Sous-préfecture,Sub-prefecture,,,36.10156
216,-3.99823,5.32433,0.69523,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.69523
1125,-4.00767,5.30777,0.28782,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.28782
988,-6.0388,5.30871,250.94731,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,18,Gueyo,Sous-préfecture,Sub-prefecture,,,12.23507
988,-6.0388,5.30871,250.94731,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,238.71224
636,-5.19887,6.53935,141.19308,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,62,Kokoumbo,Sous-préfecture,Sub-prefecture,,,140.77008
636,-5.19887,6.53935,141.19308,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,0.423
199,-3.63036,6.07169,555.38404,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,1,Adzope,Sous-préfecture,Sub-prefecture,,,298.07778
199,-3.63036,6.07169,555.38404,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,22.53837
199,-3.63036,6.07169,555.38404,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,5,Yakasse-Attobrou,Sous-préfecture,Sub-prefecture,,,234.76789
1038,-4.05923,5.43652,10.9378,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,10.9378
1066,-5.64045,9.4444,58.113,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,128,Tioroniaradougou,Sous-préfecture,Sub-prefecture,,,35.03524
1066,-5.64045,9.4444,58.113,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,122,Korhogo,Sous-préfecture,Sub-prefecture,,,23.07775
459,-6.42029,5.99654,98.89288,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,21,Grand-Zattry,Sous-préfecture,Sub-prefecture,,,0.81364
459,-6.42029,5.99654,98.89288,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,98.07923
735,-4.01296,5.322,0.07748,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.07748
878,-3.98451,5.28436,0.99709,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.99709
178,-3.84168,6.47148,380.09221,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,1,Adzope,Sous-préfecture,Sub-prefecture,,,13.26818
178,-3.84168,6.47148,380.09221,57,CIV,Côte d'Ivoire,1,Agnéby,1,Adzopé,4,Akoupe,Sous-préfecture,Sub-prefecture,,,354.24252
