DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
CI201200000036,CIGE61FL,CI,2012,36,CI2012DHS,18523.44727,20565.53125,23190.75781,53.71128692,58.96196392,65.46211911,73.81847479,8227.778075,0.004404448,0.009805513,0.024856519,-9999,4015.583333,3994.25,4041.75,4066,4198.583333,4206.333333,4284.666667,28.7486631,12.0,0,0.151789436,0.729650479,0.591405937,0.594145707,0.509515013,0.431789126,0.048277778,1704.275401,115340.3076,36589.69379,132725.7402,1569.916667,1215.5,1713.916667,1624.833333,1543.916667,1961.75,1390.75,0.33620630356079756,0,0,1,27.15625,24.29349899,25.30149841,27.09499931,25.81424904,24.42174911,25.55400085,27.32474899,26.52524948,25.78700066,25.6087513,25.0957489,157.5855615,24350.57813,25740.03516,27446.33984,29644.49219,77.51029753,81.93307662,87.36441311,94.36134935
CI201200000037,CIGE61FL,CI,2012,37,CI2012DHS,1555.536255,1727.02356,1947.481201,112.7622874,123.7856421,137.4321682,154.9756299,6399.142857,0.074970288,0.091851984,0.096701656,-9999,4359,4467,4494,4314,4690,4994,4968,37.5,11,0,0.172576222,0.674248659,0.617102146,0.550679684,0.43239519,0.333012462,0.242170209,1731.571429,33164.58075,97985.81291,175144.1971,1374,1009,1291,964,1024,1346,783,0.8132331711905343,1,1,1,27.82900047,24.45100021,26.35499954,28.14800072,26.6989994,24.81399918,25.92099953,28.44000053,27.20599937,26.72900009,26.01099968,25.2329998,144.2142857,342.3157349,344.7654419,350.2056274,360.2723694,27.24062065,27.43556214,27.86847835,28.66956422
CI201200000038,CIGE61FL,CI,2012,38,CI2012DHS,7128.503418,7914.371582,8924.655273,20.67007416,22.69073112,25.19222717,28.40806004,9618.295699,0.001683172,0.004309889,0.009749,-9999,4341.6,4435.1,4589.6,4353.5,4338,4307.6,4349.7,28.0625,13.0,0,0.14234242,0.6685524,0.623014859,0.592234748,0.501575368,0.36430444,0,1593.459677,74123.99962,12674.81042,175731.1215,1738.636364,1420,1618.909091,1568.181818,1540.727273,2132.454545,1317.090909,0.319768256110114,0,0,1,27.22750092,24.3219986,25.4640007,27.03549957,26.01150131,24.69950104,25.60800171,27.19900131,26.12649918,25.81699944,25.79449844,25.21249962,207.3567568,25443.58008,28637.50391,32517.44141,37403.60938,80.98943079,91.1560061,103.5062307,119.0593864
CI201200000039,CIGE61FL,CI,2012,39,CI2012DHS,14732.49219,16356.64844,18444.60156,1067.972099,1172.374478,1301.620726,1467.774756,6473.4,0.127883464,0.14534686,0.152608037,5,2583,2599,2644,2888,3268,3427,3509,30.8,10,0,0.140061777,0.675611805,0.662258267,0.61080879,0.545769572,0.413712144,0.59357034,1818.066667,145858.9601,17525.46021,77005.57177,1341,978,1342,1297,1184,1247,821,0.24342047373453776,0,2,2,28.10499954,24.4829998,25.83699989,28.09900093,26.30800056,24.67700005,25.89999962,28.62700081,27.23800087,26.37800026,25.71800041,25.00300026,149.8,319.8041687,353.3264771,393.7441406,444.379364,25.44920713,28.11682768,31.33316314,35.36258619
CI201200000040,CIGE61FL,CI,2012,40,CI2012DHS,22090.51563,24525.8418,27656.60938,1601.362017,1757.907379,1951.704478,2200.843046,9467.933333,0.234075785,0.272042428,0.430412292,-9999,3898,3883,3830,3684,3918,4062,4068,56,12,0,0.004518203,0.593675157,0.484982342,0.483090341,0.422093242,0.326006919,3.119724668,1743.4,53364.40923,26681.70568,200752.0696,1659,1331,1816,1698,1609,2338,1584,0.15244900385538737,2,2,2,27.16200066,24.13700104,25.61000061,26.99099922,26.00300026,24.36400032,25.58200073,27.27799988,26.59700012,25.93499947,25.7159996,25.1400013,159.4666667,522.6260376,587.7166748,666.5809326,765.6766357,41.58925864,46.76900697,53.0448252,60.93061069
CI201200000041,CIGE61FL,CI,2012,41,CI2012DHS,11333.37402,12582.80078,14189.0166,32.86267635,36.07524994,40.05229884,45.16504259,9917.778378,0.008449872,0.018716749,0.032188078,-9999,4335.222222,4404.888889,4530.111111,4321.111111,4432.666667,4387.777778,4459.111111,28.49322493,13.0,0,0.151536879,0.648430534,0.609787226,0.566306055,0.534491956,0.453344405,0.129765412,1517.937838,72511.78397,31237.59394,208978.75,1520.1,1460.3,1613.6,1547.3,1750,2253.2,1378.2,0.11019953134897593,0,0,1,27.34233348,24.39433289,25.90433248,27.02066549,26.1166687,24.71333313,25.70766703,27.15200043,26.33233134,25.98266602,25.83566793,25.18566895,235.5378378,38832.10938,43064.40625,48167.58594,54562.82031,123.6064432,137.0782625,153.322188,173.6788512
CI201200000042,CIGE61FL,CI,2012,42,CI2012DHS,21622.33984,24006.05469,27070.47266,62.6969512,68.82604533,76.41364536,86.16799071,6801.506812,0.004537091,0.006601074,0.008391839,-9999,4183.416667,4157.583333,4123.666667,4558.25,4946.75,5130.75,5172.916667,27.60762943,11.0,0,0.142099267,0.626477211,0.616835892,0.561675608,0.499783158,0.405778944,0.040686885,1717.405995,41793.45831,70165.93085,134744.6256,1379.583333,978.0833333,1296.75,961.1666667,1027.5,1377.833333,886.4166667,0.488341786231267,0,0,0,27.78725052,24.43500137,26.38350105,27.97850037,26.57450104,24.81824875,25.9489994,28.20274925,27.20899963,26.6875,26.0557518,25.32849884,183.2452316,12593.09863,14215.50977,16186.86328,18669.80078,40.08507792,45.24937297,51.52438608,59.42782161
CI201200000043,CIGE61FL,CI,2012,43,CI2012DHS,21947.82031,24367.41406,27477.95703,63.64071512,69.86208185,77.56388796,87.46505375,7319.194667,0.009146163,0.015544498,0.017495986,-9999,4393.666667,4373.888889,4405.555556,4757.777778,5079.888889,5267.111111,5265.111111,28.896,11.0,0,0.119586256,0.590496482,0.60106802,0.547188103,0.486210406,0.40779382,0.064579771,1678.549333,26762.50284,53850.87018,119912.6946,1405.222222,1039.888889,1404.444444,1004.777778,1109.111111,1443.222222,955.7777778,0.5979619954427083,0,0,1,27.24374962,23.92675018,26.0170002,27.47674942,26.25575066,24.3267498,25.41024971,27.64424896,26.67000008,26.26575089,25.60375023,24.81800079,165.0346667,10591.94727,11501.74023,12604.58594,13998.43359,33.7152153,36.61117624,40.12164316,44.55839803
CI201200000044,CIGE61FL,CI,2012,44,CI2012DHS,24516.64258,27219.43555,30694.04297,71.08937785,78.03889709,86.64215432,97.70217324,10003.63144,0.005354965,0.011766695,0.019431164,-9999,4674.727273,4648.363636,4675.909091,4591.181818,4669.818182,4761.363636,4802,30.23848238,12.0,0,0.082292372,0.661630578,0.544858251,0.55816085,0.518591131,0.443139008,0.014283029,1809.552846,46476.77579,61292.70144,224120.0325,2053.7,1598.1,2198.4,1937.1,1901.4,2341,1939.7,0.5491243688071646,0,0,0,26.20000203,23.64600118,24.15600077,25.71066793,24.71533457,23.70566813,24.8700002,26.13733419,25.94900004,25.05466715,25.02300008,24.50166575,122.8617886,19393.64258,21181.36719,23336.32031,26042.61914,61.73188162,67.42238579,74.28181462,82.89623134
CI201200000045,CIGE61FL,CI,2012,45,CI2012DHS,13371.27539,14845.36523,16740.40234,969.2961901,1064.052287,1181.356629,1332.158891,7079.2,0.593850356,0.649533859,0.725997705,5,2695,2710,2806,2891,3020,3105,3072,57.2,9.0,0,0.102442153,0.508773681,0.568803132,0.485421628,0.412914246,0.269418806,20.68776352,1819.4,87382.66963,94129.13005,151661.2008,1376,1185,1358,1412,1149,1330,840,0.2911121368408203,3,3,3,28.93799973,25.06200027,26.30500031,28.75499916,26.74399948,25.2859993,26.37100029,29.45299911,27.97299957,27.04999924,26.33399963,25.38299942,4.2,634.6558228,721.7540894,827.8500977,961.6542969,50.50430568,57.43536551,65.87821759,76.52601745
CI201200000046,CIGE61FL,CI,2012,46,CI2012DHS,2184.889648,2425.759033,2735.411621,158.3847066,173.8679938,193.0357704,217.6771404,6860.071429,0.058754499,0.069093878,0.07948129,5,3425,3412,3562,3512,3670,3743,3845,46.85714286,10,0,0.115839014,0.623684471,0.567706466,0.534942687,0.372655988,0.193127483,0.668947856,1783.285714,164087.5246,62204.06715,53243.84336,1344,942,1157,1145,1123,1249,963,0.058354318141937256,1,1,1,27.77099991,24.3579998,25.71699905,27.46100044,26.18499947,24.5909996,25.92300034,27.93099976,27.1420002,26.24900055,25.81800079,25.31100082,201,259.9296875,293.5858765,334.4387512,385.8390198,20.68454731,23.36282173,26.61379021,30.70409362
CI201200000047,CIGE61FL,CI,2012,47,CI2012DHS,4733.944824,5255.830078,5926.745117,13.72672372,15.06861438,16.72982674,18.86541564,10606.35121,0.001095619,0.002530313,0.003751495,-9999,4167.090909,4235.363636,4431.454545,4037.454545,4179.090909,4163.636364,4173.909091,21.31635389,13.0,0,0.059539149,0.652720967,0.564352036,0.543334782,0.501376629,0.375036806,0.011064788,1716.008043,12652.55315,28398.52945,241869.5549,1892.3,1517.9,2085.8,1905.8,1822.2,2632.2,1647.7,0.34488234123659517,0,0,0,26.94200134,23.98966726,25.01033274,26.68833415,25.65299988,24.41699727,25.32700094,27.05400085,25.73900096,25.54166667,25.72900136,25.15700022,1088.710456,6923.038574,8193.438477,9783.962891,11836.61816,22.03671621,26.08052469,31.14332114,37.67712579
CI201200000048,CIGE61FL,CI,2012,48,CI2012DHS,52367.92188,58141.125,65562.95313,3796.19945,4167.306813,4626.72372,5217.334037,6220.933333,0.825154146,0.826831023,0.831806898,5,3436,3264,3213,3522,3855,3777,3976,70.6875,11,0,0.100248646,0.441225338,0.520031512,0.448526978,0.413973927,0.261641741,20.68746212,1820.4,222198.1795,75822.42131,38857.02042,1514,1011,1137,1084,893,1388,877,0.08806541562080383,3,3,3,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,4.3125,2326.115967,2418.931641,2537.041504,2694.860107,185.1064272,192.4924638,201.8913481,214.4501535
CI201200000049,CIGE61FL,CI,2012,49,CI2012DHS,2790.420898,3098.04541,3493.516602,8.091208834,8.882185584,9.861384818,11.12020872,7577.569892,0.000260771,0.000459463,0.000632993,5,3202.7,3156.3,3231.3,3376.3,3525.7,3531.5,3571.3,23.22580645,10.0,0,0.176604103,0.699998047,0.541763604,0.518532455,0.474179417,0.392334044,0.00565528,1854.596774,76383.58119,125368.9527,211362.4649,1446.2,1350,1605.4,1417.8,1359.2,1547.4,1178.2,0.2755831236480385,0,0,0,28.09775162,24.4375,24.34824944,27.28474998,25.24300003,24.65200043,25.89025116,28.34950066,27.34600067,25.46199989,25.32849884,24.80975151,359.9489247,2658.603271,3113.702637,3678.639648,4402.786133,8.462597046,9.91122332,11.70947368,14.01450353
CI201200000050,CIGE61FL,CI,2012,50,CI2012DHS,9507.826172,10555.99805,11903.49023,27.56924822,30.26435067,33.60078538,37.8899862,6645.404313,0.001818257,0.002559768,0.003438511,5,2709.888889,2730.222222,2787.777778,2921.777778,3220.444444,3181.555556,3207.222222,27.9972973,9.0,0,0.134703105,0.671002182,0.649697113,0.602122943,0.554653549,0.432850075,0.049380631,1824.134771,102454.0862,64239.69863,119833.6932,1340,1080.1,1347.7,1352.1,1169.3,1250.8,809.8,0.41480775406418463,0,0,0,28.69775009,24.82625008,26.15950012,28.73500061,26.74524879,25.04475021,26.17724991,29.2840004,27.75174904,26.79449844,26.06624985,25.26074982,154.7304582,15184.16016,17273.24219,19818.51172,23028.91406,48.33268292,54.98243756,63.0842821,73.30331013
CI201200000051,CIGE61FL,CI,2012,51,CI2012DHS,15146.17188,16815.93359,18962.51758,1097.960138,1205.294062,1338.169477,1508.989203,6040.214286,0.121083157,0.126274858,0.137859481,5,2989,2963,2964,3236,3524,3427,3478,64.14285714,11,0,0.099816736,0.429040831,0.522510588,0.446760595,0.412321866,0.264974654,1.234146372,1836.642857,214865.9471,83242.15819,46636.76802,1457,954,1115,1074,847,1341,817,0.061850092240742276,1,1,1,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,13.5,2035.050537,2116.251953,2219.583252,2357.654053,161.9441762,168.4059796,176.6288231,187.6161483
CI201200000052,CIGE61FL,CI,2012,52,CI2012DHS,15433.88184,17135.35938,19322.71875,1118.81643,1228.189293,1363.588573,1537.653102,6129.1875,0.045646203,0.058102514,0.071653204,2,2588,2629,2691,2753,2873,2858,2923,46,8.0,0,0.179364423,0.75929596,0.440153837,0.403736085,0.416941613,0.330522388,1.376270689,1918.875,10406.99107,131534.9392,268567.4618,1177,1262,1388,1304,1083,1365,1174,0.07244873046875,0,0,0,30.06800079,25.59000015,25.02199936,27.81699944,25.49500084,26.06999969,27.31299973,29.58699989,29.16400146,26.76099968,26.77499962,25.875,226.5625,572.8668823,677.4899902,808.0800171,976.1351318,45.58729803,53.91294042,64.30496457,77.67836568
CI201200000053,CIGE61FL,CI,2012,53,CI2012DHS,13835.96484,15361.28516,17322.17969,40.1192807,44.04124393,48.89648931,55.13821046,10118.94565,0.002179941,0.003086957,0.005073308,-9999,4094.9,4099,4204.1,4157.9,4424.1,4571.9,4598.4,19.89617486,12.0,0,0.096265921,0.586811412,0.52227211,0.486555994,0.525519848,0.449481547,0.014434691,1502.013587,36302.0822,74471.22166,166200.6303,1647.75,1249.416667,1717.666667,1504.25,1680.25,2058.583333,1501.083333,0.542492327482804,0,0,0,27.08200073,24.10549927,25.88324928,26.95100021,25.99074936,24.48650169,25.28800011,27.05800056,26.3342495,26.0047493,25.40499878,24.81374931,455.3423913,13922.61816,13850.77734,13898.13379,14122.98242,44.31707002,44.08839359,44.23913385,44.95484927
CI201200000054,CIGE61FL,CI,2012,54,CI2012DHS,15276.48438,16960.61328,19125.66406,1107.406622,1215.664001,1349.682721,1521.971988,9696,0.092225935,0.109575186,0.155049784,-9999,4775,4748,4894,4912,4958,5066,5034,48.625,12,0,0.041175084,0.419674811,0.422267199,0.463438362,0.348632574,0.261288524,2.134175005,1728.75,68445.14129,45429.08642,192709.0471,2145,1530,2077,1869,1741,2079,1900,2.0820164680480957,0,0,3,26.2140007,23.74300003,23.51099968,25.72100067,24.34499931,23.6609993,24.76000023,26.18199921,25.80800056,24.72400093,24.81800079,24.3390007,6.5,3857.271973,4284.375,4799.571289,5445.335449,306.9519507,340.9397297,381.9377477,433.3260268
CI201200000055,CIGE61FL,CI,2012,55,CI2012DHS,199349.1094,221326,249578.625,14451.00523,15863.69808,17612.56347,19860.83593,12068,0.827404022,0.84337836,0.852717766,-9999,1278,1376,1498,1666,1724,1752,1733,92.2,12,0,0.003478902,0.18134204,0.351330101,0.536384821,0.308861762,0.292037517,28.73326416,1469.733333,9588.102117,4027.96069,14092.89608,1593,1445,1814,1714,1722,2061,1499,0.0050269400080045065,3,3,3,27.70000076,24.06599998,27.12600136,27.46199989,26.75900078,24.75799942,26.02499962,27.65200043,27.28299904,27.19600105,26.04100037,24.96699905,5.333333333,127482.9844,141014.3125,157320.0313,177750.6719,10144.77356,11221.56244,12519.13031,14144.94904
CI201200000056,CIGE61FL,CI,2012,56,CI2012DHS,17621.02344,19563.62109,22060.95117,51.09458071,56.08945966,62.27294003,70.22218856,9434.166667,0.002608647,0.003517167,0.006170276,-9999,4074.2,4156.3,4292.9,4242.7,4432.3,4494.8,4482.4,32.05376344,12.0,0,0.119210358,0.561792928,0.63384131,0.63750594,0.539691755,0.4507417,0.026346643,1621.443548,14101.25622,30551.11869,27912.32768,1349.4,1386.5,1547.9,1282.3,1441.5,1757.9,1211,0.41693381853001094,0,0,1,27.88024902,24.63525009,26.75224876,27.83699989,26.7045002,25.13825035,26.20125008,28.05425072,27.4015007,26.99875069,26.30825043,25.56575012,174.3091398,14104.26172,15227.69141,16589.94727,18314.08984,44.89525943,48.4712472,52.80744227,58.29555853
CI201200000057,CIGE61FL,CI,2012,57,CI2012DHS,1869.367798,2082.427734,2349.108887,5.414619801,5.95038251,6.62857335,7.477445825,12812.7248,0.001240757,0.003470191,0.008576702,-9999,4015.4,4085.1,4257.7,4085.7,4278.7,4246.6,4257.9,33.46195652,14.0,0.037549978,0.237036757,0.721651315,0.593648656,0.515220388,0.490592384,0.420856031,0,1556.891008,5887.148941,8402.33207,261170.3653,1914.9,1805.8,2004.1,2122.1,2044.2,2685.4,1643.6,0.18734574902609843,0,0,0,27.21324921,24.63800049,26.32150078,26.89775085,25.96549988,24.66349983,25.54574966,27.24024963,26.03874969,25.76275063,26.38375092,25.57800102,404.2643052,7128.53418,7707.220703,8412.150391,9287.90918,22.69082903,24.53284545,26.77670634,29.56433314
CI201200000058,CIGE61FL,CI,2012,58,CI2012DHS,180300.4844,200177.3906,225730.375,13070.15208,14347.85667,15929.6106,17963.05249,12017.625,0.861488581,0.86822931,0.928218762,-9999,1963,2149,2356,2167,2100,2106,2102,79.5,12,0,0.003887018,0.161006954,0.341798872,0.526626647,0.306027174,0.288328379,19.65774318,1466.75,12803.1161,1851.33416,18093.67648,1540,1452,1810,1593,1685,1986,1521,0.008646512404084206,3,3,3,27.95199966,24.26399994,27.02600098,27.55999947,26.7689991,24.9260006,26.17000008,27.81399918,27.36499977,27.18000031,26.10499954,25.11000061,12.0625,83973.96094,92886.95313,103627.8281,117085.5234,6682.435487,7391.70887,8246.440542,9317.369907
CI201200000059,CIGE61FL,CI,2012,59,CI2012DHS,10462.66504,11616.10254,13098.91797,30.33793496,33.30369718,36.97520277,41.69515088,6036.255376,0.003414147,0.003988946,0.006915774,7,3532.25,3583.583333,3695,3689.083333,3847.166667,3764,3862.333333,25.4690027,10.0,0,0.201188053,0.752359255,0.586664073,0.532989566,0.547134082,0.439098994,0.096491028,1826.975806,135163.8468,49183.57415,128150.2758,1132.75,863.0833333,1113,960.5833333,842.1666667,1114.083333,792.5,0.4595391058152722,0,0,0,28.5320015,25.04574966,26.65675163,28.48649979,26.95949936,25.39050102,26.54399872,29.10224915,27.73600006,27.10250092,26.44375038,25.73324966,246.2258065,3661.364258,4307.587402,5111.387695,6142.517578,11.6544844,13.71147656,16.27005235,19.55224071
CI201200000060,CIGE61FL,CI,2012,60,CI2012DHS,51921.92188,57645.96094,65004.57031,3763.868616,4131.815261,4587.319816,5172.899344,6174.714286,0.940425579,0.940549044,0.946559466,5,2222,2257,2302,2356,2507,2603,2611,85.85714286,11,0,0.096620465,0.430639867,0.51133275,0.443454206,0.403072834,0.251526207,17.30934418,1825.428571,220028.3313,78227.25454,41901.38108,1457,954,1115,1074,847,1341,817,0.14528499330793107,3,3,3,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,3.714285714,2035.251587,2116.460938,2219.80249,2357.886719,161.9601753,168.4226101,176.6462695,187.6346633
CI201200000061,CIGE61FL,CI,2012,61,CI2012DHS,25917.18359,28774.37891,32447.47852,1878.761001,2062.42394,2289.792319,2582.088299,6552.625,0.558412589,0.57035956,0.601733464,-9999,4071,4116,4164,4004,4246,4194,4243,53.625,12.0,0,0.050915635,0.371242456,0.488844097,0.422146648,0.44415167,0.249031484,29.19315447,1712.8125,184365.596,20210.24832,19134.70235,1354,910,1292,1001,1048,1350,888,0.22817660868167877,3,3,3,27.95800018,25.1060009,25.61600113,28.15699959,26.52300072,25.27099991,26.125,28.31100082,27.18499947,26.22400093,26.11000061,25.5890007,3.9375,3196.154297,3466.995605,3793.071289,4202.757324,254.3418776,275.8947441,301.8430226,334.4448014
CI201200000062,CIGE61FL,CI,2012,62,CI2012DHS,7643.567383,9071.928711,10301.82617,21.67072356,24.33023064,28.87684595,32.79173116,17424.48396,0.002632743,0.008412171,0.008329556,-9999,3659.8,3635.7,3757.3,3577.8,3702.2,3734.5,3725.3,37.27540107,14.0,0.075913198,0.206240399,0.558379043,0.52076929,0.457631452,0.462819508,0.347017765,0.028448347,1394.363636,1448.106628,90875.0961,351077.054,1858,2165.166667,1990.75,1988.166667,2055,3093.416667,1590.333333,0.09755793484774503,0,0,0,26.5795002,24.27799988,25.49774933,26.12450027,24.78350067,23.97050095,24.51925087,26.72700119,26.07324982,25.36774826,25.6467514,24.30900002,366.8957219,15019.86719,17107.01758,20491.66797,23581.85352,47.80972216,54.45332819,65.22700499,75.0633711
CI201200000063,CIGE61FL,CI,2012,63,CI2012DHS,204541.2031,227090.4688,256078.9688,14827.3843,16276.87177,18071.28532,20378.11685,12018.85714,0.921020334,0.928129023,0.98007601,-9999,1963,2149,2356,2167,2100,2106,2102,79.71428571,12,0,0.003887018,0.161006954,0.341798872,0.526626647,0.306027174,0.288328379,20.64100545,1467.214286,12159.64383,2199.049452,18000.52484,1540,1452,1810,1593,1685,1986,1521,0.004279910985912595,3,3,3,27.95199966,24.26399994,27.02600098,27.55999947,26.7689991,24.9260006,26.17000008,27.81399918,27.36499977,27.18000031,26.10499954,25.11000061,11.21428571,76766.92188,84914.9375,94734.01563,107036.7266,6108.917542,6757.316023,7538.693433,8517.712065
